Designator,Footprint,Quantity,Value,LCSC Part #
C1,CP_Elec_16x17.5,1,2200µF 25V,
"C2, C3, C4",0603,3,10µF,
D1,CDMBL208S,1,CD-MBL208S,
F1,1206,1,T1.5A,
H1,MountingHole_3.7mm,1,MountingHole,
"J1, J2, J3, J4",TestPoint_Pad_2.5x2.5mm,4,Conn_01x01,
R1,0603,1,220Ω,
R2,0603,1,100Ω,
RV1,Potentiometer_Bourns_TC33X_Vertical,1,500Ω,
U1,SOT-223-3_TabPin2,1,NCP1117-ADJ_SOT223,
